"Energy [MeV]","Nb protons [/MeV]"
1.748999999999999999e-01,2.807569498180829361e+07
1.748999999999999999e-01,2.847224908257260919e+07
1.748999999999999999e-01,2.887383346791321412e+07
1.748999999999999999e-01,2.928128651859282330e+07
1.748999999999999999e-01,2.969460823461144418e+07
1.748999999999999999e-01,3.011379861596906930e+07
1.748999999999999999e-01,3.053885766266569868e+07
1.748999999999999999e-01,3.097062375546405464e+07
1.748999999999999999e-01,3.140742013283869997e+07
1.748999999999999999e-01,3.185092355631506443e+07
1.748999999999999999e-01,3.230029564513044059e+07
1.748999999999999999e-01,3.275637478004753590e+07
1.748999999999999999e-01,3.321916096106635407e+07
1.748999999999999999e-01,3.368781580742418021e+07
1.748999999999999999e-01,3.416317769988372922e+07
1.748999999999999999e-01,3.464524663844499737e+07
1.748999999999999999e-01,3.513486100387070328e+07
1.748999999999999999e-01,3.563034403463540971e+07
1.748999999999999999e-01,3.613337249226456136e+07
1.748999999999999999e-01,3.664394637675815076e+07
1.748999999999999999e-01,3.716122730735345930e+07
1.748999999999999999e-01,3.768521528405049443e+07
1.748999999999999999e-01,3.821758706837467849e+07
1.748999999999999999e-01,3.875666589880058169e+07
1.748999999999999999e-01,3.930412853685364127e+07
1.748999999999999999e-01,3.985913660177113116e+07
1.748999999999999999e-01,4.042169009355306625e+07
1.748999999999999999e-01,4.099262739296215028e+07
1.748999999999999999e-01,4.157111011923567206e+07
1.748999999999999999e-01,4.215797665313635021e+07
1.748999999999999999e-01,4.275322699466417730e+07
1.748999999999999999e-01,4.335686114381916076e+07
1.748999999999999999e-01,4.396887910060129315e+07
1.748999999999999999e-01,4.458928086501057446e+07
1.748999999999999999e-01,4.521890481780973077e+07
1.748999999999999999e-01,4.585691257823603600e+07
1.748999999999999999e-01,4.650414252705220878e+07
1.748999999999999999e-01,4.716059466425824910e+07
1.748999999999999999e-01,4.782626898985415697e+07
1.748999999999999999e-01,4.850200388460265100e+07
1.748999999999999999e-01,4.918612258697829396e+07
1.748999999999999999e-01,4.988114023926923424e+07
1.748999999999999999e-01,5.058454169918733090e+07
1.748999999999999999e-01,5.129884210902072489e+07
1.748999999999999999e-01,5.202320308800669760e+07
1.748999999999999999e-01,5.275762463614525646e+07
1.748999999999999999e-01,5.350210675343640149e+07
1.748999999999999999e-01,5.425748782064283639e+07
1.748999999999999999e-01,5.502376783776457608e+07
1.748999999999999999e-01,5.580010842403890193e+07
1.748999999999999999e-01,5.658818634099123627e+07
1.748999999999999999e-01,5.738716320785886794e+07
1.748999999999999999e-01,5.819703902464179695e+07
1.748999999999999999e-01,5.901865217210274190e+07
1.748999999999999999e-01,5.985116426947899163e+07
1.748999999999999999e-01,6.069625207829596102e+07
1.748999999999999999e-01,6.155307721779094636e+07
1.748999999999999999e-01,6.242247806872665882e+07
1.748999999999999999e-01,6.330361625034038723e+07
1.748999999999999999e-01,6.419733014339484274e+07
1.748999999999999999e-01,6.510361974789003283e+07
1.748999999999999999e-01,6.602248506382594258e+07
1.748999999999999999e-01,6.695392609120258689e+07
1.748999999999999999e-01,6.789961959154538810e+07
1.748999999999999999e-01,6.885788880332891643e+07
1.748999999999999999e-01,6.983041048807860911e+07
1.748999999999999999e-01,7.081550788426902890e+07
1.748999999999999999e-01,7.181569613418832421e+07
1.748999999999999999e-01,7.282929847631105781e+07
1.748999999999999999e-01,7.385715329139995575e+07
1.748999999999999999e-01,7.490009896021772921e+07
1.748999999999999999e-01,7.595729710200165212e+07
1.748999999999999999e-01,7.702958609751446545e+07
1.748999999999999999e-01,7.811696594675613940e+07
1.748999999999999999e-01,7.921943664972668886e+07
1.748999999999999999e-01,8.033783658718883991e+07
1.748999999999999999e-01,8.147216575914257765e+07
1.748999999999999999e-01,8.262242416558790207e+07
1.748999999999999999e-01,8.378861180652481318e+07
1.748999999999999999e-01,8.496989030119059980e+07
1.748999999999999999e-01,8.616877479187341034e+07
1.748999999999999999e-01,8.738442689781051874e+07
1.748999999999999999e-01,8.861684661900193989e+07
1.748999999999999999e-01,8.987441776307481527e+07
1.748999999999999999e-01,9.114037271477483213e+07
1.748999999999999999e-01,9.242309528172916174e+07
1.748999999999999999e-01,9.373096927156496048e+07
1.748999999999999999e-01,9.505561087665505707e+07
1.748999999999999999e-01,9.639702009699945152e+07
1.748999999999999999e-01,9.775519693259815872e+07
1.748999999999999999e-01,9.913852519107832015e+07
1.748999999999999999e-01,1.005386210648127943e+08
1.748999999999999999e-01,1.019554845538015664e+08
1.748999999999999999e-01,1.033974994656717926e+08
1.748999999999999999e-01,1.048562819927963316e+08
1.748999999999999999e-01,1.063318321351751685e+08
1.748999999999999999e-01,1.078409175080626160e+08
1.748999999999999999e-01,1.093583866885772198e+08
1.748999999999999999e-01,1.109010072919732779e+08
1.748999999999999999e-01,1.124687793182508051e+08
1.748999999999999999e-01,1.140533189597826153e+08
1.748999999999999999e-01,1.156630100241958946e+08
1.748999999999999999e-01,1.172978525114906430e+08
1.748999999999999999e-01,1.189578464216668308e+08
1.748999999999999999e-01,1.206346079470973313e+08
1.748999999999999999e-01,1.223365208954092860e+08
1.748999999999999999e-01,1.240635852666027099e+08
1.748999999999999999e-01,1.258158010606775731e+08
1.748999999999999999e-01,1.275931682776339054e+08
1.748999999999999999e-01,1.293956869174716920e+08
1.748999999999999999e-01,1.312233569801909477e+08
1.748999999999999999e-01,1.330677946581644863e+08
1.748999999999999999e-01,1.349541513742738068e+08
1.748999999999999999e-01,1.368572757056374252e+08
1.748999999999999999e-01,1.387855514598824978e+08
1.748999999999999999e-01,1.407473624446361959e+08
1.748999999999999999e-01,1.427343248522713184e+08
1.748999999999999999e-01,1.447464386827879250e+08
1.748999999999999999e-01,1.467920877438131273e+08
1.748999999999999999e-01,1.488628882277198136e+08
1.748999999999999999e-01,1.509672239421350956e+08
1.748999999999999999e-01,1.530967110794318318e+08
1.748999999999999999e-01,1.552597334472371638e+08
1.748999999999999999e-01,1.574479072379239798e+08
1.748999999999999999e-01,1.596696162591193914e+08
1.748999999999999999e-01,1.619248605108233988e+08
1.748999999999999999e-01,1.642136399930360317e+08
1.748999999999999999e-01,1.665275708981301188e+08
1.748999999999999999e-01,1.688834208413599730e+08
1.748999999999999999e-01,1.712644222074712813e+08
1.748999999999999999e-01,1.736789588040912151e+08
1.748999999999999999e-01,1.761354144388468862e+08
1.748999999999999999e-01,1.786170214964840412e+08
1.748999999999999999e-01,1.811405475922569335e+08
1.748999999999999999e-01,1.836976089185384512e+08
1.748999999999999999e-01,1.862882054753285646e+08
1.748999999999999999e-01,1.889207210702544451e+08
1.748999999999999999e-01,1.915867718956889510e+08
1.748999999999999999e-01,1.942947417592591941e+08
1.748999999999999999e-01,1.970362468533380628e+08
1.748999999999999999e-01,1.998196709855526984e+08
1.748999999999999999e-01,2.026366303482759595e+08
1.748999999999999999e-01,2.054955087491349578e+08
1.748999999999999999e-01,2.083963061881297231e+08
1.748999999999999999e-01,2.113390226652602553e+08
1.748999999999999999e-01,2.143236581805265248e+08
1.748999999999999999e-01,2.173502127339285910e+08
1.748999999999999999e-01,2.204186863254663944e+08
1.748999999999999999e-01,2.235290789551399648e+08
1.748999999999999999e-01,2.266897744305764735e+08
1.748999999999999999e-01,2.298840051365215778e+08
1.748999999999999999e-01,2.331285386882295907e+08
1.748999999999999999e-01,2.364233750857005119e+08
1.748999999999999999e-01,2.397601305213072300e+08
1.748999999999999999e-01,2.431471888026768267e+08
1.748999999999999999e-01,2.465761661221821904e+08
1.748999999999999999e-01,2.500554462874504924e+08
1.748999999999999999e-01,2.535850292984817028e+08
1.748999999999999999e-01,2.571649151552758217e+08
1.748999999999999999e-01,2.607951038578328490e+08
1.748999999999999999e-01,2.644755954061527848e+08
1.748999999999999999e-01,2.682147736078628004e+08
1.748999999999999999e-01,2.719958708477085829e+08
1.748999999999999999e-01,2.758356547409444451e+08
1.748999999999999999e-01,2.797341252875703573e+08
1.748999999999999999e-01,2.836828986799591780e+08
1.748000000000000109e-01,2.876151060826432705e+08
1.748000000000000109e-01,2.916718075643276572e+08
1.748000000000000109e-01,2.957871803484330773e+08
1.748000000000000109e-01,2.999612244349595904e+08
1.748000000000000109e-01,3.042023214385387301e+08
1.748000000000000109e-01,3.084937081299073100e+08
1.748000000000000109e-01,3.128437661236969233e+08
1.748000000000000109e-01,3.172608770345392227e+08
1.748000000000000109e-01,3.217450408624341488e+08
1.748000000000000109e-01,3.262878759927501082e+08
1.748000000000000109e-01,3.308893824254871607e+08
1.748000000000000109e-01,3.355579417752768397e+08
1.748000000000000109e-01,3.403019356567506790e+08
1.748000000000000109e-01,3.451046008406456113e+08
1.748000000000000109e-01,3.499743189415931702e+08
1.748000000000000109e-01,3.549110899595934153e+08
1.748000000000000109e-01,3.599232955092778206e+08
1.748000000000000109e-01,3.650025539760148525e+08
1.748000000000000109e-01,3.701572469744361043e+08
1.748000000000000109e-01,3.753873745045415759e+08
1.748000000000000109e-01,3.806845549516997337e+08
1.748000000000000109e-01,3.860571699305420518e+08
1.748000000000000109e-01,3.915052194410685897e+08
1.748000000000000109e-01,3.970370850979108810e+08
1.748000000000000109e-01,4.026360036718058586e+08
1.748000000000000109e-01,4.083187383920166492e+08
1.748000000000000109e-01,4.140852892585431933e+08
1.748000000000000109e-01,4.199356562713854909e+08
1.748000000000000109e-01,4.258614578159120679e+08
1.748000000000000109e-01,4.318710755067543983e+08
1.748000000000000109e-01,4.379645093439125419e+08
1.748000000000000109e-01,4.441501409420180917e+08
1.748000000000000109e-01,4.504195886864393950e+08
1.748000000000000109e-01,4.567812341918080449e+08
1.748000000000000109e-01,4.632266958434925675e+08
1.748000000000000109e-01,4.697643552561243773e+08
1.748000000000000109e-01,4.763942124297035933e+08
1.748000000000000109e-01,4.831246489788617492e+08
1.748000000000000109e-01,4.899389016743357182e+08
1.748000000000000109e-01,4.968621153600202203e+08
1.748000000000000109e-01,5.038691451920205355e+08
1.748000000000000109e-01,5.109851360142313242e+08
1.748000000000000109e-01,5.182017062120211124e+08
1.748000000000000109e-01,5.255104741707582474e+08
1.748000000000000109e-01,5.329365847343375087e+08
1.748000000000000109e-01,5.404548930588641167e+08
1.748000000000000109e-01,5.480821623736013174e+08
1.748000000000000109e-01,5.558267742931804657e+08
1.748000000000000109e-01,5.636719655883387327e+08
1.748000000000000109e-01,5.716261178737075329e+08
1.748000000000000109e-01,5.796976127639182806e+08
1.748000000000000109e-01,5.878780686443396807e+08
1.748000000000000109e-01,5.961758671296032667e+08
1.748000000000000109e-01,6.045910082197088003e+08
1.748000000000000109e-01,6.131318735292881727e+08
1.748000000000000109e-01,6.217816998290779591e+08
1.748000000000000109e-01,6.305572503483414650e+08
1.748000000000000109e-01,6.394669067017102242e+08
1.748000000000000109e-01,6.484939056599211693e+08
1.748000000000000109e-01,6.576466288376057148e+08
1.748000000000000109e-01,6.669250762347639799e+08
1.748000000000000109e-01,6.763460110806591511e+08
1.748000000000000109e-01,6.858926701460279226e+08
1.748000000000000109e-01,6.955734350455019474e+08
1.748000000000000109e-01,7.053883057790813446e+08
1.748000000000000109e-01,7.153456639613975286e+08
1.748000000000000109e-01,7.254455095924506187e+08
1.748000000000000109e-01,7.356878426722404957e+08
1.748000000000000109e-01,7.460726632007671595e+08
1.748000000000000109e-01,7.566083527926623821e+08
1.748000000000000109e-01,7.672865298332943916e+08
1.748000000000000109e-01,7.781155759372948408e+08
1.748000000000000109e-01,7.891038727192952633e+08
1.748000000000000109e-01,8.002430385646641254e+08
1.759000000000000008e-01,8.138778182912201881e+08
1.759000000000000008e-01,8.253684712037636042e+08
1.759000000000000008e-01,8.370188332643232346e+08
1.759000000000000008e-01,8.488120929836343527e+08
1.759000000000000008e-01,8.608323078080214262e+08
1.759000000000000008e-01,8.729365800787327290e+08
1.759000000000000008e-01,8.852930246884171963e+08
1.759000000000000008e-01,8.978175841907505989e+08
1.759000000000000008e-01,9.104262011394082308e+08
1.759000000000000008e-01,9.232869904270390272e+08
1.769999999999999907e-01,9.390054577447286844e+08
1.769999999999999907e-01,9.523246840957177877e+08
1.781000000000000083e-01,9.684960765533477068e+08
1.791999999999999982e-01,9.850004262423137426e+08
1.791999999999999982e-01,9.989047187112188339e+08
1.802999999999999881e-01,1.015868965398941636e+09
1.802999999999999881e-01,1.030238052706643343e+09
1.814999999999999947e-01,1.048022194495137334e+09
1.814999999999999947e-01,1.062777064258130431e+09
1.826000000000000123e-01,1.080848864988690853e+09
1.837000000000000022e-01,1.099265173604643583e+09
1.837000000000000022e-01,1.114790064087043762e+09
1.849000000000000088e-01,1.118228883603313208e+09
1.860000000000000264e-01,1.137172423074923515e+09
1.872000000000000053e-01,1.156761504287042141e+09
1.884000000000000119e-01,1.160304817446930170e+09
1.895999999999999908e-01,1.180307718542481661e+09
1.907000000000000084e-01,1.183605911302386999e+09
1.918999999999999873e-01,1.187206178677742004e+09
1.930999999999999939e-01,1.207588148483913183e+09
1.943000000000000005e-01,1.211243846929411650e+09
1.955000000000000071e-01,1.232048025515490294e+09
1.968000000000000027e-01,1.253537599065474749e+09
1.980000000000000093e-01,1.257304632605682850e+09
1.991999999999999882e-01,1.278825578079002380e+09
2.005000000000000115e-01,1.282969248270457983e+09
2.016999999999999904e-01,1.286796636189947844e+09
2.030000000000000138e-01,1.309225615877264261e+09
2.041999999999999926e-01,1.313112149433699608e+09
2.054999999999999882e-01,1.317325218023790359e+09
2.068000000000000116e-01,1.340174771343119144e+09
2.081000000000000072e-01,1.344452798724636078e+09
2.081000000000000072e-01,1.363419577219937325e+09
2.094000000000000028e-01,1.367760747035097122e+09
2.106999999999999984e-01,1.372104690020573854e+09
2.119999999999999940e-01,1.376451388933091879e+09
2.132999999999999896e-01,1.380800826562397718e+09
2.147000000000000020e-01,1.385487879440403700e+09
2.160000000000000253e-01,1.389842950325676441e+09
2.174000000000000099e-01,1.394536030008865118e+09
2.187000000000000055e-01,1.379436353677604198e+09
2.200999999999999901e-01,1.384070011822248697e+09
2.215000000000000024e-01,1.369398156828200817e+09
2.227000000000000091e-01,1.373319532732855558e+09
2.242000000000000104e-01,1.358980896626815796e+09
2.255999999999999950e-01,1.363497713048319817e+09
2.269999999999999796e-01,1.349027738327518463e+09
2.285000000000000087e-01,1.353806109184897661e+09
2.298999999999999932e-01,1.339341225507317305e+09
2.313000000000000056e-01,1.343744425289428711e+09
2.328000000000000069e-01,1.348465123001271248e+09
2.341999999999999915e-01,1.352873871673718929e+09
2.356999999999999929e-01,1.357600470001542330e+09
2.371000000000000052e-01,1.362014684355813980e+09
2.386000000000000065e-01,1.366747094340451479e+09
2.401000000000000079e-01,1.371482475574567318e+09
2.416000000000000092e-01,1.376220804414261341e+09
2.431000000000000105e-01,1.380962057268718004e+09
2.446000000000000119e-01,1.385706210600119114e+09
2.462000000000000022e-01,1.390769811330578566e+09
2.477000000000000035e-01,1.395519884619417429e+09
2.492999999999999938e-01,1.400589746661355972e+09
2.508000000000000229e-01,1.425205976587181568e+09
2.524000000000000132e-01,1.430353727936348438e+09
2.539000000000000146e-01,1.455385034261615515e+09
2.555000000000000049e-01,1.460611469275912046e+09
2.570000000000000062e-01,1.465514130317263126e+09
2.586999999999999855e-01,1.491904451225420475e+09
2.604000000000000203e-01,1.497546424897606373e+09
2.620000000000000107e-01,1.502859740296734810e+09
2.636000000000000010e-01,1.508176151010995626e+09
2.651999999999999913e-01,1.513495628151410580e+09
2.669000000000000261e-01,1.519150900272133589e+09
2.686000000000000054e-01,1.524809567086581707e+09
2.702999999999999847e-01,1.552051254207822800e+09
2.718999999999999750e-01,1.557458441116954327e+09
2.736000000000000099e-01,1.563206818542693138e+09
2.752999999999999892e-01,1.568958501593104124e+09
2.771000000000000130e-01,1.575052083592098236e+09
2.787999999999999923e-01,1.580810463734820604e+09
2.805000000000000271e-01,1.586572044184652805e+09
2.822999999999999954e-01,1.592675991294119596e+09
2.841000000000000192e-01,1.598783447347262383e+09
2.857999999999999985e-01,1.604554785790714502e+09
2.876000000000000223e-01,1.588274270991510630e+09
2.893999999999999906e-01,1.594306766313712358e+09
2.912000000000000144e-01,1.600342565149943113e+09
2.929999999999999827e-01,1.606381628059057951e+09
2.948999999999999955e-01,1.612759692120377064e+09
2.967000000000000193e-01,1.618805341113580942e+09
2.985999999999999766e-01,1.625190269816676378e+09
3.004000000000000004e-01,1.631242339649251699e+09
3.023000000000000131e-01,1.637633959066667318e+09
3.042000000000000259e-01,1.644028946990494013e+09
3.060999999999999832e-01,1.650427257952455759e+09
3.079999999999999960e-01,1.656828846618040323e+09
3.099000000000000088e-01,1.663233667786183357e+09
3.118000000000000216e-01,1.669641676389097452e+09
3.138000000000000234e-01,1.676390342697479486e+09
3.156999999999999806e-01,1.706532311892238140e+09
3.175999999999999934e-01,1.713040259420117140e+09
3.196999999999999842e-01,1.744504925293000460e+09
3.215999999999999970e-01,1.751111138655478716e+09
3.236999999999999877e-01,1.758416226202371120e+09
3.256000000000000005e-01,1.765028693255463362e+09
3.276999999999999913e-01,1.772340581832028627e+09
3.297999999999999821e-01,1.779655952451229572e+09
3.318999999999999728e-01,1.786974744441119671e+09
3.337999999999999856e-01,1.793599406285195827e+09
3.360000000000000209e-01,1.801273445768164635e+09
3.381000000000000116e-01,1.808601986883653879e+09
3.402000000000000024e-01,1.841559849374558449e+09
3.423999999999999821e-01,1.849352491396699905e+09
3.444999999999999729e-01,1.856794102047686577e+09
3.466000000000000192e-01,1.864238757309748888e+09
3.487999999999999989e-01,1.872041120217827082e+09
3.510000000000000342e-01,1.879846690189558983e+09
3.532000000000000139e-01,1.887655398808216333e+09
3.553999999999999937e-01,1.895467177896224976e+09
3.575999999999999734e-01,1.876796930598310232e+09
3.598000000000000087e-01,1.884505859987402439e+09
3.620000000000000440e-01,1.892217616841760874e+09
3.643000000000000127e-01,1.900282859316152811e+09
3.665999999999999814e-01,1.881803624656569242e+09
3.689000000000000057e-01,1.889762398898240328e+09
3.711999999999999744e-01,1.897723926599610090e+09
3.734999999999999987e-01,1.879191520787065506e+09
3.759000000000000119e-01,1.887389188904992342e+09
3.781999999999999806e-01,1.895247837932953596e+09
3.805999999999999939e-01,1.903450749922390938e+09
3.829000000000000181e-01,1.884627652730223894e+09
3.852999999999999758e-01,1.892720895477819920e+09
3.876999999999999891e-01,1.900816503974778891e+09
3.901999999999999913e-01,1.936287164445135355e+09
3.926000000000000045e-01,1.944502057484473705e+09
3.950000000000000178e-01,1.952719106489030600e+09
3.975000000000000200e-01,1.961280739569069624e+09
4.000000000000000222e-01,1.969844536584811687e+09
4.025000000000000244e-01,1.978410408566476822e+09
4.050000000000000266e-01,1.986978266907755136e+09
4.074999999999999734e-01,1.995548023364812374e+09
4.101000000000000201e-01,2.004462489136723757e+09
4.126000000000000223e-01,2.013035845632245541e+09
4.152000000000000135e-01,2.021953866459559679e+09
4.178000000000000047e-01,2.002517592910621643e+09
4.203000000000000069e-01,2.010975927258458376e+09
4.229999999999999871e-01,1.992070978256104231e+09
4.257000000000000228e-01,2.001082108608475685e+09
4.283000000000000140e-01,1.981754615967108488e+09
4.309999999999999942e-01,1.990642671900678635e+09
4.336999999999999744e-01,1.971704790733879805e+09
4.364000000000000101e-01,1.980471262438781261e+09
4.390999999999999903e-01,1.989238638708547831e+09
4.419000000000000150e-01,1.970564861912535429e+09
4.445000000000000062e-01,1.978891657387964249e+09
4.474000000000000199e-01,1.988179888808857918e+09
4.501999999999999891e-01,1.969301752184480190e+09
4.529999999999999583e-01,1.978145614132887363e+09
4.557999999999999829e-01,1.986989790729630470e+09
4.586000000000000076e-01,1.995834177225696564e+09
4.615000000000000213e-01,2.004994544737315178e+09
4.643999999999999795e-01,2.014154910310745716e+09
4.672999999999999932e-01,1.995158895619044065e+09
4.702000000000000068e-01,1.976363899498880148e+09
4.732000000000000095e-01,1.985577822587853670e+09
4.761000000000000232e-01,1.994484159944074869e+09
4.791000000000000258e-01,1.975792956840734959e+09
4.820999999999999730e-01,1.984876812506187916e+09
4.820999999999999730e-01,1.957154204091814756e+09
4.850999999999999757e-01,1.966110372297385216e+09
4.880999999999999783e-01,1.947558168381341457e+09
4.912000000000000255e-01,1.956681950374750376e+09
4.941999999999999726e-01,1.938222451684552193e+09
4.973000000000000198e-01,1.947217071317751884e+09
5.003999999999999559e-01,1.956210242535525322e+09
5.036000000000000476e-01,1.965491868425527573e+09
5.067000000000000393e-01,1.974481723685260773e+09
5.099000000000000199e-01,1.956153640079103947e+09
5.131000000000000005e-01,1.965300440227349043e+09
5.162999999999999812e-01,1.974445077148622751e+09
5.193999999999999728e-01,1.983301760730515718e+09
5.227000000000000535e-01,1.964934091807197809e+09
5.260000000000000231e-01,1.974225552092386246e+09
5.292999999999999927e-01,1.983514208502672434e+09
5.325999999999999623e-01,1.992799926020357370e+09
5.359000000000000430e-01,2.002082570417038202e+09
5.392000000000000126e-01,2.039811973047716856e+09
5.425999999999999712e-01,2.049504294198136330e+09
5.460000000000000409e-01,2.059192874289542675e+09
5.493000000000000105e-01,2.068592780848188877e+09
5.527999999999999581e-01,2.078558230693800449e+09
5.563000000000000167e-01,2.088519256851639271e+09
5.597999999999999643e-01,2.069207535456538916e+09
5.633000000000000229e-01,2.079020448198115349e+09
5.667999999999999705e-01,2.088828541332699299e+09
5.703000000000000291e-01,2.069474244073385239e+09
5.738999999999999657e-01,2.079412096087085962e+09
5.775000000000000133e-01,2.089344447198775530e+09
5.810999999999999499e-01,2.070050253933159113e+09
5.846999999999999975e-01,2.050832092145039797e+09
5.883000000000000451e-01,2.031874963727093458e+09
5.920000000000000817e-01,2.041639675206163406e+09
5.957000000000000073e-01,2.051398018668531895e+09
5.994000000000000439e-01,2.061149834558073997e+09
6.031999999999999584e-01,2.071158252029780865e+09
6.068999999999999950e-01,2.051792905876976490e+09
6.107000000000000206e-01,2.061647129001572847e+09
6.145000000000000462e-01,2.042668912908029079e+09
6.182999999999999607e-01,2.023782958993562698e+09
6.220999999999999863e-01,2.033342496078261137e+09
6.260999999999999899e-01,2.015097540911922455e+09
6.300000000000000044e-01,2.024756452532544136e+09
6.340000000000000080e-01,2.034654346463610649e+09
6.379000000000000226e-01,2.044296160073620319e+09
6.419000000000000261e-01,2.025520405722558260e+09
6.419000000000000261e-01,1.997249279664714098e+09
6.459000000000000297e-01,1.979019194087172508e+09
6.499000000000000332e-01,1.988474176051701784e+09
6.540000000000000258e-01,1.970254708761327505e+09
6.581000000000000183e-01,1.979791492636994123e+09
6.622000000000000108e-01,1.989318335637695789e+09
6.663000000000000034e-01,1.971063571408615351e+09
6.704999999999999849e-01,1.980666454939448118e+09
6.746999999999999664e-01,1.990258520791674137e+09
6.788999999999999480e-01,1.972004071056660175e+09
6.831000000000000405e-01,1.981440770011987686e+09
6.831000000000000405e-01,1.953855456361995459e+09
6.874000000000000110e-01,1.963370905502637625e+09
6.916999999999999815e-01,1.945407920808555126e+09
6.959999999999999520e-01,1.954767561376347542e+09
7.003000000000000336e-01,1.936775321636446476e+09
7.046000000000000041e-01,1.945980982212123871e+09
7.046000000000000041e-01,1.918883134509275198e+09
7.090000000000000746e-01,1.901325132496520996e+09
7.135000000000000231e-01,1.910667218067255735e+09
7.179999999999999716e-01,1.919996047809410572e+09
7.225000000000000311e-01,1.929311438307497263e+09
7.225000000000000311e-01,1.902461587171390533e+09
7.268999999999999906e-01,1.884813764263504028e+09
7.315000000000000391e-01,1.867681965512670040e+09
7.360999999999999766e-01,1.876771477514594078e+09
7.407000000000000250e-01,1.859591820463302374e+09
7.451999999999999735e-01,1.842321124839418650e+09
7.500000000000000000e-01,1.825727625598918915e+09
7.547000000000000375e-01,1.834575129017062426e+09
7.547000000000000375e-01,1.809048596191351891e+09
7.592999999999999750e-01,1.792276736198117495e+09
7.641000000000000014e-01,1.801033114142723322e+09
7.689000000000000279e-01,1.784584506345073223e+09
7.689000000000000279e-01,1.759726735195646286e+09
7.737000000000000544e-01,1.768210682109050751e+09
7.784999999999999698e-01,1.751961572017302275e+09
7.832999999999999963e-01,1.735798211530647755e+09
7.883000000000000007e-01,1.720062608266595125e+09
7.932000000000000162e-01,1.728304625007546425e+09
7.981000000000000316e-01,1.736530572500428677e+09
8.031000000000000361e-01,1.720595959077570677e+09
8.081000000000000405e-01,1.728839485871165752e+09
8.132000000000000339e-01,1.737230355203683615e+09
8.183000000000000274e-01,1.721309547247963667e+09
8.234000000000000208e-01,1.729548203775958538e+09
8.234000000000000208e-01,1.705487843775192976e+09
8.285000000000000142e-01,1.713594161605040550e+09
8.336000000000000076e-01,1.697699718179607630e+09
8.388999999999999790e-01,1.682224436178429604e+09
8.440999999999999615e-01,1.690206517452106953e+09
8.440999999999999615e-01,1.666681591581117630e+09
8.494000000000000439e-01,1.674685067272228956e+09
8.547000000000000153e-01,1.659254595640673637e+09
8.598999999999999977e-01,1.666960608265105724e+09
8.653999999999999471e-01,1.651767644031661987e+09
8.708000000000000185e-01,1.636525428966103792e+09
8.760999999999999899e-01,1.644104856925678968e+09
8.817000000000000393e-01,1.652092405845880032e+09
8.817000000000000393e-01,1.629098569443867445e+09
8.871999999999999886e-01,1.614006972944749594e+09
8.928000000000000380e-01,1.621731697958765507e+09
8.981999999999999984e-01,1.606488411563341618e+09
9.040000000000000258e-01,1.591877069324237108e+09
9.095999999999999641e-01,1.577039899879711151e+09
9.153000000000000025e-01,1.562457001130410671e+09
9.209999999999999298e-01,1.547924744857201576e+09
9.265999999999999792e-01,1.533348833898704767e+09
9.324999999999999956e-01,1.519255650828959465e+09
9.383000000000000229e-01,1.526341241483241320e+09
9.442000000000000393e-01,1.512158380151390076e+09
9.500999999999999446e-01,1.519220676434755564e+09
9.559999999999999609e-01,1.505032335813685894e+09
9.559999999999999609e-01,1.484065646032828808e+09
9.620000000000000773e-01,1.470253653713897705e+09
9.679999999999999716e-01,1.456515820864422798e+09
9.740999999999999659e-01,1.442966909479827642e+09
9.800999999999999712e-01,1.449551434611999512e+09
9.800999999999999712e-01,1.429363362776876926e+09
9.862999999999999545e-01,1.436049043385129452e+09
9.923999999999999488e-01,1.422523587472352028e+09
9.986000000000000432e-01,1.429068914837433577e+09
1.004799999999999915e+00,1.435590188042316675e+09
1.011100000000000110e+00,1.422106606962055445e+09
1.017400000000000082e+00,1.428591560621937752e+09
1.023800000000000043e+00,1.435153935983878613e+09
1.030200000000000005e+00,1.441690452660342932e+09
1.036599999999999966e+00,1.428052037602863789e+09
1.043099999999999916e+00,1.434545900014390230e+09
1.049600000000000088e+00,1.441013033678140879e+09
1.056100000000000039e+00,1.447453300322734356e+09
1.062699999999999978e+00,1.453965018381684065e+09
1.069399999999999906e+00,1.440222826386723042e+09
1.076100000000000056e+00,1.426554020656082630e+09
1.082799999999999985e+00,1.432897399928815842e+09
1.089499999999999913e+00,1.419161834670225620e+09
1.096300000000000052e+00,1.425452923452033997e+09
1.103199999999999958e+00,1.411867390283631802e+09
1.110100000000000087e+00,1.418102980229078054e+09
1.116999999999999993e+00,1.404486037600513220e+09
1.124000000000000110e+00,1.410663870727403641e+09
1.124000000000000110e+00,1.391047661358864069e+09
1.131000000000000005e+00,1.397109453862905979e+09
1.138099999999999890e+00,1.383675958863771677e+09
1.145199999999999996e+00,1.389677391972137928e+09
1.152199999999999891e+00,1.376143834926406384e+09
1.159499999999999975e+00,1.362930524753872871e+09
1.166700000000000070e+00,1.349709704619927406e+09
1.174000000000000155e+00,1.336616507156557798e+09
1.181400000000000006e+00,1.323681036328987598e+09
1.188700000000000090e+00,1.329250885830310822e+09
1.196199999999999930e+00,1.316364290148989916e+09
1.203600000000000003e+00,1.303460416858490467e+09
1.211100000000000065e+00,1.290722257394644022e+09
1.218699999999999894e+00,1.278119181187228680e+09
1.226299999999999946e+00,1.265582443501584768e+09
1.233999999999999986e+00,1.253152601223396063e+09
